# ID	name	start	stop	frame	product	description	function	cogcats	status_region	status_function	type	region_number	function_number
MYCO-DSM44623_00030	-	30018	29659	-1	SnoaL-like domain protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00031	-	30581	30084	-3	DinB superfamily protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00032	-	30807	31070	3	acyl carrier protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00033	-	31067	32626	2	long-chain-fatty-acid--CoA ligase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00034	-	33247	32639	-2	Siderophore biosynthesis protein domain protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00035	-	33524	35383	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00036	-	35387	35809	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00037	-	36290	35961	-3	acetyltransferase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00038	-	37272	36277	-1	pirin	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00039	-	38716	37334	-2	acyl-CoA dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00040	-	39228	38812	-1	transcription factor WhiB family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00041	-	39373	40161	1	helix-turn-helix domain-containing protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00042	-	40158	40976	3	NLP/P60 family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00043	-	41025	41387	3	Biofilm regulator BssS	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00044	-	41506	42963	1	Biofilm regulator BssS	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00045	-	43014	43331	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00046	-	43328	43639	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00047	-	43917	45650	3	putative transmembrane protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00048	-	45711	46028	3	transposase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00049	-	47060	46287	-3	wyosine base formation	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00050	-	48397	47111	-2	transporter, major facilitator family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00051	-	48543	49148	3	putative transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00052	-	49507	49166	-2	transmembrane protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00053	-	50758	49574	-2	proline-rich 28 kDa antigen	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00054	leuS	50901	53852	3	leucyl-tRNA synthetase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00055	-	54529	53858	-2	short chain dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00056	-	55091	54588	-3	MarR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00057	-	55906	55157	-2	ABC transporter ATP-binding protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00058	-	57720	55903	-1	amino acid ABC transporter, permease protein, His/Glu/Gln/Arg/opine family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00059	-	58547	57771	-3	GntR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00060	-	59417	58632	-3	MmcI protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00061	-	60627	59437	-1	putative oxidoreductase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00062	-	60678	61691	3	NAD-dependent epimerase/dehydratase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00063	-	62237	61632	-3	TetR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00064	-	63164	62244	-3	alpha/beta hydrolase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00065	-	64388	63180	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00066	-	65194	64391	-2	AP endonuclease, family protein 2	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00067	-	66365	65196	-3	sulfotransferase family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00068	-	67489	66362	-2	luciferase family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00069	-	68752	67658	-2	myo-inositol-1-phosphate synthase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00070	-	69351	68809	-1	PadR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00071	-	70443	69511	-1	membrane protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00072	-	70504	70944	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00073	-	70941	73538	3	transglycosylase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00074	-	73535	75181	2	transmembrane protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00075	-	75183	75824	3	DJ-1/PfpI family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00076	rpsF	75958	76248	1	30S ribosomal protein S6	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00077	-	76366	76884	1	single-stranded DNA-binding protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00078	rpsR	76921	77175	1	30S ribosomal protein S18	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00079	rplI	77206	77664	1	50S ribosomal protein L9	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00080	-	78194	81280	2	replicative DNA helicase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00081	-	81997	81308	-2	TetR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00082	-	83649	82003	-1	MmpL family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00083	-	85002	83728	-1	transposase, Mutator family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00084	-	86293	85052	-2	MmpL family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00085	-	86721	86290	-1	MmpS family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00088	-	88402	87773	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00089	-	89401	88487	-2	beta-lactamase domain-containing protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00090	-	89655	90212	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00091	-	90209	90991	2	short-chain dehydrogenase/reductase SDR	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00092	-	92199	91003	-1	cytochrome P450 monooxygenase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00093	-	92298	93155	3	F420-dependent methylene-tetrahydromethanopterin reductase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00094	-	93288	93163	-1	glyoxalase/bleomycin resistance protein/dioxygenase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00095	-	94186	93434	-2	short-chain dehydrogenase/reductase SDR	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00096	-	94333	95019	1	nitroreductase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00097	-	95126	95869	2	short-chain dehydrogenase/reductase SDR	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00098	-	95906	96139	2	ferredoxin	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00099	-	96136	97494	1	cytochrome P450	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00100	-	97534	98721	1	cytochrome P450	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00101	-	98744	99607	2	short-chain dehydrogenase/reductase SDR	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00102	-	99695	101071	2	putative monooxygenase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00103	-	101929	101087	-2	taurine catabolism dioxygenase TauD/TfdA	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00104	-	102623	102042	-3	TetR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00105	-	103272	102643	-1	TetR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00106	-	103580	104002	2	heat shock protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00107	-	104575	104772	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00108	-	104905	105180	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00109	-	105238	105978	1	oxidoreductase, short chain dehydrogenase/reductase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00110	-	106078	107511	1	FAD binding domain-containing protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00111	-	107600	107767	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00112	-	107896	108573	1	Crp/Fnr family transcriptional regulator protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00113	-	109325	108570	-3	alpha/beta hydrolase fold protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00114	-	109899	110330	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00115	-	110386	110970	1	phosphinothricin N-acetyltransferase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00116	-	110967	111923	3	putative dipeptidase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00117	-	112598	111945	-3	Mce associated membrane protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00118	-	113278	112646	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00119	-	113586	114455	3	organic solvent resistance ABC transporter permease	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00120	-	114457	115314	1	ABC transporter transmembrane protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00121	-	115315	116886	1	mce related protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00122	mce1B	116883	117962	3	Mce1B	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00123	-	117955	119001	1	virulence factor Mce	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00124	-	118998	120113	3	virulence factor Mce	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00125	-	120116	121348	2	mce related protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00126	-	121345	122595	1	mce related protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00127	-	122627	123220	2	Mce associated membrane protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00128	-	123233	124024	2	Mannan-binding protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00129	-	124154	125413	2	TetR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00130	-	125637	125909	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00131	-	125923	126294	1	transmembrane protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00132	-	126515	126348	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00133	-	127368	126583	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00134	-	127790	127365	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00135	-	127871	128407	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00136	-	128404	128712	1	PE family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00137	-	128715	130322	3	PPE family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00138	-	131000	130332	-3	thiopurine S-methyltransferase (tpmt) superfamily protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00139	-	132009	131110	-1	methyltransferase, putative, family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00140	-	132095	132535	2	deazaflavin-dependent nitroreductase family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00141	-	132781	134361	1	carbonate dehydratase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00142	-	135228	134371	-1	luciferase family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00143	-	135313	136284	1	D-isomer specific 2-hydroxyacid dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00144	-	136318	136845	1	anti-sigma regulatory factor	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00145	-	138083	136866	-3	cytochrome P450	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00146	-	139836	138163	-1	von Willebrand factor, type A	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00147	-	140654	139836	-3	ATPase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00148	-	141860	140655	-3	postpolyketide modification protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00149	-	141938	142540	2	TetR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00150	-	143931	142576	-1	bifunctional wax ester synthase/acyl-CoA diacylglycerol acyltransferase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00151	-	145369	144041	-2	ABC transporter permease	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00152	-	146231	145659	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00153	-	146574	147458	3	cyclopropane-fatty-acyl-phospholipid synthase 1	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00154	-	147587	148096	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00155	-	148167	148520	3	glyoxalase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00156	-	148794	148528	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00157	-	149684	148791	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00158	-	149757	150476	3	NUDIX hydrolase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00159	-	151264	150509	-2	haloacid dehalogenase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00160	-	151356	152264	3	putative S-adenosyl-L-methionine-dependent methyltransferase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00161	-	152796	152224	-1	PadR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00162	-	152917	153339	1	NADH:flavin oxidoreductase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00163	-	153351	154388	3	oxidoreductase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00164	-	155622	154408	-1	transporter, major facilitator family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00165	-	155801	156079	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00166	-	157083	156130	-1	FAD dependent oxidoreductase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00167	eis_1	158312	157095	-3	enhanced intracellular survival protein Eis	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00168	fadE	159592	158381	-2	acyl-CoA dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00169	-	160308	159589	-1	TetR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00170	-	160470	161798	3	sensor histidine kinase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00171	-	162202	162507	1	PE family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00172	-	162539	163711	2	PPE family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00173	esxD	163814	164128	2	ESAT-6 like protein ESXD	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00174	esxC	164180	164467	2	ESAT-6 like protein ESXC	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00175	-	164582	165412	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00176	-	165807	166562	3	chromosome partitioning ATPase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00177	snm_1	166658	168088	2	secretion protein Snm4	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00178	-	168073	169731	1	subtilase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00179	-	169728	171350	3	membrane protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00180	-	171439	173313	1	AAA ATPase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00181	-	173763	173323	-1	deazaflavin-dependent nitroreductase family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00182	-	174616	173765	-2	putative nucleoside-diphosphate sugar epimerase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00183	-	174727	175605	1	RNA polymerase sigma factor SigI	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00184	-	176774	175602	-3	chromosome partitioning ATPase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00185	-	177192	181982	3	ferredoxin-dependent glutamate synthase 1	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00186	gltD	181975	183450	1	glutamate synthase subunit beta	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00187	-	183634	183744	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00188	-	184696	183845	-2	luciferase family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00189	-	184748	185188	2	integral membrane protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00190	-	185220	186227	3	PHP family phosphohydrolase, histidinol phosphatase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00191	-	187078	186236	-2	putative membrane protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00192	-	188377	187151	-2	DNA polymerase IV	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00193	-	189046	188408	-2	transcriptional regulatory repressor protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00194	-	189123	190592	3	monooxygenase, flavin-binding family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00195	-	191083	190589	-2	ribonuclease activity regulator protein RraA	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00196	hns	191540	191100	-3	histone-like protein Hns	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00197	-	192132	191629	-1	copper resistance protein CopC	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00198	-	192794	192129	-3	nuclear export factor GLE1 family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00199	-	193479	192823	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00200	-	193998	193600	-1	Helix-turn-helix protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00201	-	195117	194584	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00202	-	195936	195313	-1	[Mn]-superoxide dismutase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00203	-	196237	196082	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00204	-	196923	197741	3	transmembrane protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00205	-	197746	198570	1	glycerophosphoryl diester phosphodiesterase family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00206	-	199524	198580	-1	transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00207	-	200597	199809	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00208	-	200688	201638	3	prephenate dehydratase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00209	-	201635	202321	2	phosphoglycerate mutase family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00210	-	202521	202330	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00211	-	202908	202570	-1	Possibl zinc metallo-peptidase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00212	-	204295	202925	-2	membrane protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00213	serS	204408	205667	3	seryl-tRNA synthetase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00214	-	206414	205668	-3	AraC family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00215	-	206527	207039	1	type 11 methyltransferase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00216	-	207533	207036	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00217	-	207622	208260	1	TetR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00218	-	208310	209866	2	FAD dependent oxidoreductase, putative	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00219	-	210315	209965	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00220	-	211862	210312	-3	rieske 2Fe-2S family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00221	-	211994	212764	2	acyltransferase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00222	-	212768	213535	2	acyltransferase family protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00223	-	213550	214335	1	acyltransferase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00224	-	214355	215167	2	cof family hydrolase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00225	-	216796	215174	-2	N-acetylmuramoyl-L-alanine amidase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00226	-	218014	216953	-2	Erp protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00227	glf	218290	219480	1	UDP-galactopyranose mutase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00228	-	219580	221466	1	bifunctional udp-galactofuranosyl transferase glft	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00229	-	221459	222007	2	transmembrane protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00230	-	222004	222930	1	phosphoribose diphosphate:decaprenyl-phosphate phosphoribosyltransferase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00231	-	222917	224887	2	transmembrane protein	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00232	-	225279	226322	3	antigen 85-A	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00233	-	226476	227387	3	antigen 85-C	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00234	-	227519	228529	2	cutinase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00235	-	228837	230735	3	long-chain-fatty-acid--CoA ligase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00236	-	230747	236074	2	polyketide synthase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00237	-	236074	237648	1	propionyl-CoA carboxylase beta chain	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00238	-	239429	237645	-3	putative acyl-CoA dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
MYCO-DSM44623_00239	-	240099	239440	-1	crp/FNR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
