# ID	name	start	stop	frame	product	description	function	cogcats	status_region	status_function	type	region_number	function_number
XA26_00290	-	29358	28591	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_00300	-	30112	31008	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_00310	-	31889	31023	-3	glucose-1-phosphate thymidylyltransferase	-	-	-	status 3	annotated	CDS	5	6
XA26_00320	-	32762	31989	-3	extradiol ring-cleavage dioxygenase	-	-	-	status 3	annotated	CDS	5	6
XA26_00330	-	33421	32780	-2	nitroreductase	-	-	-	status 3	annotated	CDS	5	6
XA26_00350	-	33618	35546	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_00360	-	35543	38005	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_00370	-	38005	39162	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_00380	-	39246	39749	3	PPOX class F420-dependent enzyme	-	-	-	status 3	annotated	CDS	5	6
XA26_00390	-	40714	39746	-2	pirin	-	-	-	status 3	annotated	CDS	5	6
XA26_00400	-	40760	41026	2	cell division protein DivIVA	-	-	-	status 3	annotated	CDS	5	6
XA26_00410	-	41558	41265	-3	WhiB family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_00420	-	41943	42731	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_00430	-	44222	42732	-3	ATPase	-	-	-	status 3	annotated	CDS	5	6
XA26_00440	-	44632	46080	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_00460	-	46438	47286	1	secretion protein EspG	-	-	-	status 3	annotated	CDS	5	6
XA26_00470	-	47301	47837	3	secretion protein EspD	-	-	-	status 3	annotated	CDS	5	6
XA26_00480	-	47830	49554	1	type VII secretion AAA-ATPase EccA	-	-	-	status 3	annotated	CDS	5	6
XA26_00490	-	49558	51000	1	type VII secretion protein EccB	-	-	-	status 3	annotated	CDS	5	6
XA26_00500	-	50997	53225	3	type VII secretion protein EccCa	-	-	-	status 3	annotated	CDS	5	6
XA26_00510	-	53262	55013	3	type VII secretion protein EccCb	-	-	-	status 3	annotated	CDS	5	6
XA26_00520	-	55194	55487	3	PbsX family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_00530	-	55528	56856	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_00540	-	56950	57252	1	ESAT-6-like protein EsxB	-	-	-	status 3	annotated	CDS	5	6
XA26_00550	-	57283	57570	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_00560	-	57703	59133	1	chromosome partitioning protein ParA	-	-	-	status 3	annotated	CDS	5	6
XA26_00570	-	59130	60662	3	type VII secretion integral membrane protein EccD	-	-	-	status 3	annotated	CDS	5	6
XA26_00580	-	60906	61259	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_00590	-	62300	61263	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_00600	-	63381	62389	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_00610	-	63676	64008	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_00620	-	64308	65693	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_00640	-	66875	66537	-3	DNA-binding protein	-	-	-	status 3	annotated	CDS	5	6
XA26_00650	-	68322	66925	-1	type VII secretion protein EccE	-	-	-	status 3	annotated	CDS	5	6
XA26_00660	-	69668	68319	-3	type VII secretion-associated serine protease	-	-	-	status 3	annotated	CDS	5	6
XA26_00670	-	70213	69956	-2	serine kinase	-	-	-	status 3	annotated	CDS	5	6
XA26_00680	-	72261	70246	-1	PTS lactose transporter subunit IIC	-	-	-	status 3	annotated	CDS	5	6
XA26_00690	-	73226	72258	-3	1-phosphofructokinase	-	-	-	status 3	annotated	CDS	5	6
XA26_00700	-	73990	73223	-2	D-beta-D-heptose 1-phosphate adenosyltransferase	-	-	-	status 3	annotated	CDS	5	6
XA26_00710	-	74033	75775	2	phosphoenolpyruvate--protein phosphotransferase	-	-	-	status 3	annotated	CDS	5	6
XA26_00720	-	75848	76822	2	pirin	-	-	-	status 3	annotated	CDS	5	6
XA26_00730	-	78983	76827	-3	fusaric acid resistance protein	-	-	-	status 3	annotated	CDS	5	6
XA26_00740	-	79570	78995	-2	TetR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_00750	-	79694	80329	2	TetR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_00760	-	80402	81364	2	SAM-dependent methyltransferase	-	-	-	status 3	annotated	CDS	5	6
XA26_00770	-	81361	82293	1	SAM-dependent methyltransferase	-	-	-	status 3	annotated	CDS	5	6
XA26_00780	-	82556	82359	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_00800	-	83061	83924	3	serine/threonine protein kinase	-	-	-	status 3	annotated	CDS	5	6
XA26_00810	-	83930	84898	2	alcohol dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
XA26_00820	-	84906	85625	3	haloacid dehalogenase	-	-	-	status 3	annotated	CDS	5	6
XA26_00830	-	85635	86345	3	SAM-dependent methyltransferase	-	-	-	status 3	annotated	CDS	5	6
XA26_00840	-	86342	86845	2	membrane protein	-	-	-	status 3	annotated	CDS	5	6
XA26_00850	-	86815	87378	1	SAM-dependent methyltransferase	-	-	-	status 3	annotated	CDS	5	6
XA26_00860	-	87497	87961	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_00870	-	87958	92418	1	haloacid dehalogenase	-	-	-	status 3	annotated	CDS	5	6
XA26_00880	-	92433	92705	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_00890	-	93512	92712	-3	phosphotyrosine protein phosphatase	-	-	-	status 3	annotated	CDS	5	6
XA26_00900	-	94762	93512	-2	acyl-CoA dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
XA26_00910	-	96472	95237	-2	MFS transporter	-	-	-	status 3	annotated	CDS	5	6
XA26_00920	-	97412	96531	-3	LysR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_00930	-	97456	98106	1	DNA-binding response regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_00940	-	98108	99274	2	ATPase	-	-	-	status 3	annotated	CDS	5	6
XA26_00950	-	100918	99281	-2	transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_00960	-	101010	101924	3	alpha/beta hydrolase	-	-	-	status 3	annotated	CDS	5	6
XA26_00970	-	103038	101899	-1	acyl-CoA dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
XA26_00980	-	103102	103686	1	TetR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_00990	-	105143	103695	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01000	-	106595	105435	-3	transcriptional repressor	-	-	-	status 3	annotated	CDS	5	6
XA26_010000	-	1064792	1064163	-3	TetR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_01010	-	107625	109547	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01020	-	110006	109623	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01030	pntB	111524	110085	-3	pyridine nucleotide transhydrogenase	-	-	-	status 3	annotated	CDS	5	6
XA26_01040	-	113085	111559	-1	NAD(P) transhydrogenase subunit alpha	-	-	-	status 3	annotated	CDS	5	6
XA26_01050	-	114217	113204	-2	magnesium transporter	-	-	-	status 3	annotated	CDS	5	6
XA26_01070	-	114321	114935	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01080	-	115802	114945	-3	3-hydroxybutyryl-CoA dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
XA26_01090	-	116419	115799	-2	TetR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_01100	-	116659	117522	1	ABC transporter permease	-	-	-	status 3	annotated	CDS	5	6
XA26_01110	-	117519	118550	3	glycine/betaine ABC transporter substrate-binding protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01120	-	118531	119319	1	ABC transporter	-	-	-	status 3	annotated	CDS	5	6
XA26_01130	-	119716	120393	1	TetR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_01140	-	120397	121170	1	3-oxoacyl-ACP reductase	-	-	-	status 3	annotated	CDS	5	6
XA26_01150	-	121543	121163	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01160	-	121624	122508	1	RNA polymerase subunit sigma-70	-	-	-	status 3	annotated	CDS	5	6
XA26_01170	-	122518	124227	1	acyl-CoA dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
XA26_01180	-	125315	124224	-3	alcohol dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
XA26_01190	-	125342	125806	2	4-hydroxybenzoyl-CoA thioesterase	-	-	-	status 3	annotated	CDS	5	6
XA26_01200	-	125775	126215	3	cyclase	-	-	-	status 3	annotated	CDS	5	6
XA26_01210	-	126529	126227	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01220	-	127696	126953	-2	GntR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_01230	-	127773	129365	3	long-chain-fatty-acid--CoA ligase	-	-	-	status 3	annotated	CDS	5	6
XA26_01240	-	129607	130407	1	ABC transporter permease	-	-	-	status 3	annotated	CDS	5	6
XA26_01250	-	130409	131278	2	ABC transporter permease	-	-	-	status 3	annotated	CDS	5	6
XA26_01260	-	131283	132512	3	MCE-family protein MCE1A	-	-	-	status 3	annotated	CDS	5	6
XA26_01270	-	132509	133540	2	mammalian cell entry protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01280	-	133537	135102	1	mammalian cell entry protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01290	-	135121	136755	1	mammalian cell entry protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01300	-	136755	137906	3	mammalian cell entry protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01310	-	137913	139463	3	mammalian cell entry protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01320	-	139433	140089	2	membrane protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01330	-	140086	141060	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01340	-	141057	141608	3	mammalian cell entry protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01350	-	141575	142480	2	mammalian cell entry protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01360	-	142497	143189	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01370	-	143889	143146	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01410	-	145286	146071	2	fructosamine kinase	-	-	-	status 3	annotated	CDS	5	6
XA26_01420	-	146440	148578	1	AAA family ATPase	-	-	-	status 3	annotated	CDS	5	6
XA26_01430	-	148908	148582	-1	antibiotic biosynthesis monooxygenase	-	-	-	status 3	annotated	CDS	5	6
XA26_01440	-	148969	149421	1	MarR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_01450	-	149418	150065	3	TetR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_01460	-	150083	151630	2	carotenoid oxygenase	-	-	-	status 3	annotated	CDS	5	6
XA26_01470	-	153775	151634	-2	acyltransferase	-	-	-	status 3	annotated	CDS	5	6
XA26_01480	-	153892	154290	1	ribonuclease	-	-	-	status 3	annotated	CDS	5	6
XA26_01490	-	154287	154565	3	ribonuclease inhibitor	-	-	-	status 3	annotated	CDS	5	6
XA26_01500	-	154772	155305	2	LuxR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_01510	-	156390	155311	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01520	-	157185	156454	-1	membrane protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01530	-	159849	157486	-1	daunorubicin resistance protein DrrC	-	-	-	status 3	annotated	CDS	5	6
XA26_01540	-	160272	159853	-1	glyoxalase	-	-	-	status 3	annotated	CDS	5	6
XA26_01550	-	160721	160278	-3	AraC family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_01560	-	161955	160729	-1	gluconolaconase	-	-	-	status 3	annotated	CDS	5	6
XA26_01570	-	162679	161969	-2	quercetin 2,3-dioxygenase	-	-	-	status 3	annotated	CDS	5	6
XA26_01580	-	162752	163528	2	short-chain dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
XA26_01590	-	163606	164019	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01600	-	165198	164074	-1	alcohol dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
XA26_01610	-	165373	165864	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01620	-	166042	166938	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01630	-	167987	166962	-3	RNA polymerase subunit sigma-70	-	-	-	status 3	annotated	CDS	5	6
XA26_01640	-	168012	168851	3	hydrolase	-	-	-	status 3	annotated	CDS	5	6
XA26_01650	-	168848	169837	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01660	-	169847	170590	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01670	-	170587	171057	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01680	-	174017	171111	-3	membrane protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01700	-	175158	175730	3	TetR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_01710	-	177418	175727	-2	aldehyde dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
XA26_01720	-	178505	177420	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01730	-	178596	179315	3	TetR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_01740	-	180786	179332	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01750	-	180934	181374	1	membrane protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01760	-	181552	184158	1	LuxR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_01770	-	185296	184130	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01780	-	187140	185443	-1	dihydroxy-acid dehydratase	-	-	-	status 3	annotated	CDS	5	6
XA26_01790	-	187537	187205	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01800	-	187756	188061	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01810	-	188064	188291	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01840	-	188726	189973	2	MFS transporter	-	-	-	status 3	annotated	CDS	5	6
XA26_01850	-	190116	191135	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01860	-	191230	192774	1	integrase	-	-	-	status 3	annotated	CDS	5	6
XA26_01870	-	194832	192847	-1	peptidase M13	-	-	-	status 3	annotated	CDS	5	6
XA26_01880	-	194898	195506	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01890	-	195503	196192	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01910	-	200016	197158	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01920	-	200296	200853	1	hemophore	-	-	-	status 3	annotated	CDS	5	6
XA26_01930	-	201021	201401	3	membrane protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01940	-	201406	202146	1	two-component system response regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_01960	-	202198	203538	1	two-component sensor histidine kinase	-	-	-	status 3	annotated	CDS	5	6
XA26_01970	-	203891	203526	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_01980	-	205077	203878	-1	peptidase M23	-	-	-	status 3	annotated	CDS	5	6
XA26_01990	-	206169	205087	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02000	-	206241	207380	3	AI-2E family transporter	-	-	-	status 3	annotated	CDS	5	6
XA26_02010	-	210466	207455	-2	membrane protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02020	-	211262	210546	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02030	-	212056	211259	-2	tRNA (guanine(46)-N(7))-methyltransferase	-	-	-	status 3	annotated	CDS	5	6
XA26_02040	-	212264	213181	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02050	-	213178	214665	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02060	-	214822	216648	1	phosphoenolpyruvate carboxykinase	-	-	-	status 3	annotated	CDS	5	6
XA26_02070	-	219758	216720	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02080	-	219844	220410	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02090	-	220456	221976	1	acyl-CoA synthetase	-	-	-	status 3	annotated	CDS	5	6
XA26_02100	-	221982	222878	3	enoyl-CoA hydratase	-	-	-	status 3	annotated	CDS	5	6
XA26_02110	-	222883	223872	1	acyl dehydratase	-	-	-	status 3	annotated	CDS	5	6
XA26_02120	-	223872	224984	3	acyl-CoA transferase	-	-	-	status 3	annotated	CDS	5	6
XA26_02130	-	224978	226255	2	amidohydrolase	-	-	-	status 3	annotated	CDS	5	6
XA26_02140	-	226285	227415	1	transporter	-	-	-	status 3	annotated	CDS	5	6
XA26_02160	-	228772	228224	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02170	-	229462	228827	-2	ubiquinone biosynthesis methyltransferase UbiE	-	-	-	status 3	annotated	CDS	5	6
XA26_02180	-	230094	229483	-1	isoprenylcysteine carboxyl methyltransferase	-	-	-	status 3	annotated	CDS	5	6
XA26_02190	-	230838	230176	-1	DSBA oxidoreductase	-	-	-	status 3	annotated	CDS	5	6
XA26_02200	-	230940	231311	3	transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_02210	-	231308	233284	2	ATPase P	-	-	-	status 3	annotated	CDS	5	6
XA26_02220	-	233620	233357	-2	alkylmercury lyase	-	-	-	status 3	annotated	CDS	5	6
XA26_02230	-	234248	233883	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02240	-	234604	234272	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02250	-	234947	234615	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02260	-	235386	234934	-1	MerR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_02270	-	235727	235383	-3	arsenate reductase	-	-	-	status 3	annotated	CDS	5	6
XA26_02280	-	236259	235801	-1	protein-tyrosine-phosphatase	-	-	-	status 3	annotated	CDS	5	6
XA26_02290	-	236955	236287	-1	phosphotyrosine protein phosphatase	-	-	-	status 3	annotated	CDS	5	6
XA26_02300	-	238066	236948	-2	arsenic transporter	-	-	-	status 3	annotated	CDS	5	6
XA26_02310	-	238443	238063	-1	transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_02320	-	238998	238486	-1	maleylpyruvate isomerase	-	-	-	status 3	annotated	CDS	5	6
XA26_02330	-	239538	239062	-1	glyoxalase	-	-	-	status 3	annotated	CDS	5	6
XA26_02340	-	239639	239998	2	transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_02350	-	240492	240079	-1	transposase	-	-	-	status 3	annotated	CDS	5	6
XA26_02360	-	242642	240489	-3	transposase	-	-	-	status 3	annotated	CDS	5	6
XA26_02370	-	243921	242716	-1	transposase	-	-	-	status 3	annotated	CDS	5	6
XA26_02380	-	245149	243944	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02390	-	245735	245265	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02410	-	247595	248587	2	esterase	-	-	-	status 3	annotated	CDS	5	6
XA26_02420	-	248636	248917	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02430	-	248975	249430	2	acetyltransferase	-	-	-	status 3	annotated	CDS	5	6
XA26_02440	-	250237	249470	-2	GntR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_02450	-	251066	250287	-3	3-ketoacyl-ACP reductase	-	-	-	status 3	annotated	CDS	5	6
XA26_02460	-	252098	251085	-3	aminoglycoside phosphotransferase	-	-	-	status 3	annotated	CDS	5	6
XA26_02470	-	252760	252098	-2	microcompartment protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02480	-	253044	252763	-1	ethanolamine utilization protein EutM	-	-	-	status 3	annotated	CDS	5	6
XA26_02490	-	253319	253056	-3	ethanolamine utilization protein EutN	-	-	-	status 3	annotated	CDS	5	6
XA26_02500	-	253828	253313	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02510	-	254430	253825	-1	microcompartment protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02520	-	255982	254435	-2	aldehyde dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
XA26_02530	-	257259	255979	-1	ornithine--oxo-acid aminotransferase	-	-	-	status 3	annotated	CDS	5	6
XA26_02540	-	257444	258979	2	amino acid permease	-	-	-	status 3	annotated	CDS	5	6
XA26_02550	-	259013	259258	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02560	-	260140	259238	-2	alpha/beta hydrolase	-	-	-	status 3	annotated	CDS	5	6
XA26_02570	-	262445	260283	-3	acyl-CoA dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
XA26_02580	-	262570	263793	1	esterase	-	-	-	status 3	annotated	CDS	5	6
XA26_02590	-	263821	265239	1	diacylglycerol O-acyltransferase	-	-	-	status 3	annotated	CDS	5	6
XA26_02600	-	265260	266006	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02610	-	266110	266298	1	ferredoxin	-	-	-	status 3	annotated	CDS	5	6
XA26_02620	-	267151	266306	-2	taurine catabolism dioxygenase TauD	-	-	-	status 3	annotated	CDS	5	6
XA26_02630	-	267518	267180	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02640	-	268786	267518	-2	(2Fe-2S)-binding protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02650	-	269585	268842	-3	short-chain dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
XA26_02660	-	270652	269582	-2	ferredoxin	-	-	-	status 3	annotated	CDS	5	6
XA26_02670	-	271172	270720	-3	MarR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_02680	-	272469	271207	-1	amidohydrolase	-	-	-	status 3	annotated	CDS	5	6
XA26_02690	-	272795	272466	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02700	-	274074	272800	-1	(2Fe-2S)-binding protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02710	-	274252	275682	1	aldehyde dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
XA26_02720	-	275693	276835	2	amidohydrolase	-	-	-	status 3	annotated	CDS	5	6
XA26_02730	-	277474	276872	-2	TetR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_02740	-	277600	278769	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02750	-	280157	278784	-3	FAD-linked oxidase	-	-	-	status 3	annotated	CDS	5	6
XA26_02760	-	281413	280160	-2	esterase	-	-	-	status 3	annotated	CDS	5	6
XA26_02770	-	282974	281406	-3	acyl-CoA synthetase	-	-	-	status 3	annotated	CDS	5	6
XA26_02780	-	283859	283050	-3	glycerol acyltransferase	-	-	-	status 3	annotated	CDS	5	6
XA26_02800	-	284580	284008	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02810	-	284640	285479	3	arylamine N-acetyltransferase	-	-	-	status 3	annotated	CDS	5	6
XA26_02820	-	285549	286466	3	AraC family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_02830	-	286470	287000	3	deaminase	-	-	-	status 3	annotated	CDS	5	6
XA26_02840	-	287628	286981	-1	TetR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
XA26_02860	-	287934	288740	3	enoyl-CoA hydratase	-	-	-	status 3	annotated	CDS	5	6
XA26_02870	-	288986	288765	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02880	-	290606	289119	-3	aldehyde dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
XA26_02890	-	291435	290662	-1	SAM-dependent methyltransferase	-	-	-	status 3	annotated	CDS	5	6
XA26_02900	-	291469	292638	1	glycosyl transferase	-	-	-	status 3	annotated	CDS	5	6
XA26_02910	-	294712	293057	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02920	-	295925	294735	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
XA26_02930	-	296071	297279	1	acyltransferase	-	-	-	status 3	annotated	CDS	5	6
XA26_02940	-	298726	297242	-2	AMP-dependent synthetase	-	-	-	status 3	annotated	CDS	5	6
XA26_02950	-	299699	298728	-3	phosphotriesterase	-	-	-	status 3	annotated	CDS	5	6
XA26_02960	-	300135	299719	-1	pyridoxamine 5'-phosphate oxidase	-	-	-	status 3	annotated	CDS	5	6
XA26_02970	-	300617	300132	-3	MarR family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
