# ID	name	start	stop	frame	product	description	function	cogcats	status_region	status_function	type	region_number	function_number
Rv0157A	-	186623	186495	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0158	-	186785	187429	2	transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
Rv0159c	PE3	188839	187433	-2	PE family protein PE3	-	-	-	status 3	annotated	CDS	5	6
Rv0160c	PE4	190439	188931	-3	PE family protein PE4	-	-	-	status 3	annotated	CDS	5	6
Rv0161	-	190607	191956	2	oxidoreductase	-	-	-	status 3	annotated	CDS	5	6
Rv0162c	adhE1	193135	191984	-2	zinc-type alcohol dehydrogenase subunit E	-	-	-	status 3	annotated	CDS	5	6
Rv0163	-	193117	193572	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0164	TB18.5	193626	194111	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0165c	mce1R	194815	194144	-2	transcriptional regulator Mce1R	-	-	-	status 3	annotated	CDS	5	6
Rv0166	fadD5	194993	196657	2	fatty-acid--CoA ligase FadD5	-	-	-	status 3	annotated	CDS	5	6
Rv0167	yrbE1A	196861	197658	1	membrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv0168	yrbE1B	197660	198529	2	membrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv0169	mce1A	198534	199898	3	Mce family protein Mce1A	-	-	-	status 3	annotated	CDS	5	6
Rv0170	mce1B	199895	200935	2	Mce family protein Mce1B	-	-	-	status 3	annotated	CDS	5	6
Rv0171	mce1C	200932	202479	1	Mce family protein Mce1C	-	-	-	status 3	annotated	CDS	5	6
Rv0172	mce1D	202476	204068	3	Mce family protein Mce1D	-	-	-	status 3	annotated	CDS	5	6
Rv0173	lprK	204065	205237	2	Mce family lipoprotein LprK	-	-	-	status 3	annotated	CDS	5	6
Rv0174	mce1F	205231	206778	1	Mce family protein Mce1F	-	-	-	status 3	annotated	CDS	5	6
Rv0175	-	206814	207455	3	Mce associated membrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv0176	-	207452	208420	2	Mce associated transmembrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv0177	-	208417	208971	1	Mce associated protein	-	-	-	status 3	annotated	CDS	5	6
Rv0178	-	208938	209672	3	Mce associated membrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv0179c	lprO	210812	209703	-3	lipoprotein LprO	-	-	-	status 3	annotated	CDS	5	6
Rv0180c	-	212250	210892	-1	transmembrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv0181c	-	213011	212277	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0182c	sigG	214140	213028	-1	ECF RNA polymerase sigma factor SigG	-	-	-	status 3	annotated	CDS	5	6
Rv0183	-	214088	214927	2	lysophospholipase	-	-	-	status 3	annotated	CDS	5	6
Rv0184	-	214969	215718	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0185	-	215715	216224	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0186	bglS	216269	218344	2	beta-glucosidase BglS	-	-	-	status 3	annotated	CDS	5	6
Rv0186A	mymT	218551	218390	-2	metallothionein	-	-	-	status 3	annotated	CDS	5	6
Rv0187	-	218705	219367	2	O-methyltransferase	-	-	-	status 3	annotated	CDS	5	6
Rv0188	-	219486	219917	3	transmembrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv0189c	ilvD	221723	219996	-3	dihydroxy-acid dehydratase	-	-	-	status 3	annotated	CDS	5	6
Rv0190	-	221871	222161	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0191	-	222289	223530	1	MFS-type transporter	-	-	-	status 3	annotated	CDS	5	6
Rv0192	-	223564	224664	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0193c	-	226571	224724	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0194	-	226878	230462	3	multidrug ABC transporter ATPase/permease	-	-	-	status 3	annotated	CDS	5	6
Rv0195	-	230899	231534	1	two component transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
Rv0196	-	231647	232231	2	HTH-type transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
Rv0197	-	232231	234519	1	oxidoreductase	-	-	-	status 3	annotated	CDS	5	6
Rv0198c	zmp1	236507	234516	-3	zinc metalloprotease	-	-	-	status 3	annotated	CDS	5	6
Rv0199	-	236550	237209	3	membrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv0200	-	237206	237895	2	transmembrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv0201c	-	238395	237892	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0202c	mmpL11	241292	238392	-3	transmembrane transport protein MmpL11	-	-	-	status 3	annotated	CDS	5	6
Rv0203	-	241514	241924	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0204c	-	243214	241976	-2	transmembrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv0205	-	243384	244487	3	transmembrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv0206c	mmpL3	247318	244484	-2	transmembrane transport protein MmpL3	-	-	-	status 3	annotated	CDS	5	6
Rv0207c	-	248112	247384	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0208c	-	248906	248115	-3	tRNA (guanine-N(7)-)-methyltransferase	-	-	-	status 3	annotated	CDS	5	6
Rv0209	-	249038	250123	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0210	-	250120	251598	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0211	pckA	251782	253602	1	phosphoenolpyruvate carboxykinase	-	-	-	status 3	annotated	CDS	5	6
Rv0212c	nadR	254640	253669	-1	transcriptional regulator NadR	-	-	-	status 3	annotated	CDS	5	6
Rv0213c	-	255950	254637	-3	methyltransferase	-	-	-	status 3	annotated	CDS	5	6
Rv0214	fadD4	256064	257677	2	fatty-acid--CoA ligase FadD4	-	-	-	status 3	annotated	CDS	5	6
Rv0216	-	258913	259926	1	hydratase	-	-	-	status 3	annotated	CDS	5	6
Rv0217c	lipW	260831	259923	-3	esterase LipW	-	-	-	status 3	annotated	CDS	5	6
Rv0218	-	260924	262252	2	transmembrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv0219	-	262254	262802	3	transmembrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv0220	lipC	262812	264023	3	esterase LipC	-	-	-	status 3	annotated	CDS	5	6
Rv0221	-	264067	265476	1	diacyglycerol O-acyltransferase	-	-	-	status 3	annotated	CDS	5	6
Rv0222	echA1	265507	266295	1	enoyl-CoA hydratase EchA1	-	-	-	status 3	annotated	CDS	5	6
Rv0223c	-	267764	266301	-3	aldehyde dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
Rv0224c	-	268627	267863	-2	methyltransferase	-	-	-	status 3	annotated	CDS	5	6
Rv0225	-	268663	269817	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0226c	-	271564	269834	-2	transmembrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv0227c	-	272839	271574	-2	membrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv0228	-	273055	274278	1	acyltransferase	-	-	-	status 3	annotated	CDS	5	6
Rv0229c	-	274719	274306	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0230c	php	275963	274983	-3	phosphotriesterase	-	-	-	status 3	annotated	CDS	5	6
Rv0231	fadE4	276058	277764	1	acyl-CoA dehydrogenase FadE4	-	-	-	status 3	annotated	CDS	5	6
Rv0232	-	277899	278588	3	transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
Rv0233	nrdB	278585	279529	2	ribonucleoside-diphosphate reductase subunit beta NrdB	-	-	-	status 3	annotated	CDS	5	6
Rv0234c	gabD1	281140	279605	-2	succinate-semialdehyde dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
Rv0235c	-	282614	281166	-3	transmembrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv0236A	-	287071	286898	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0236c	aftD	286851	282649	-1	alpha-(1->3)-arabinofuranosyltransferase	-	-	-	status 3	annotated	CDS	5	6
Rv0237	lpqI	287186	288352	2	lipoprotein LpqI	-	-	-	status 3	annotated	CDS	5	6
Rv0238	-	288428	289042	2	transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
Rv0239	vapB24	289104	289337	3	antitoxin VapB24	-	-	-	status 3	annotated	CDS	5	6
Rv0240	vapC24	289345	289782	1	ribonuclease VapC24	-	-	-	status 3	annotated	CDS	5	6
Rv0241c	htdX	290654	289812	-3	3-hydroxyacyl-thioester dehydratase HtdX	-	-	-	status 3	annotated	CDS	5	6
Rv0242c	fabG4	292029	290665	-1	3-oxoacyl-ACP reductase FabG	-	-	-	status 3	annotated	CDS	5	6
Rv0243	fadA2	292171	293493	1	acetyl-CoA acetyltransferase FadA	-	-	-	status 3	annotated	CDS	5	6
Rv0244c	fadE5	295633	293798	-2	acyl-CoA dehydrogenase FadE5	-	-	-	status 3	annotated	CDS	5	6
Rv0245	-	296005	296493	1	oxidoreductase	-	-	-	status 3	annotated	CDS	5	6
Rv0246	-	296809	298119	1	integral membrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv0247c	-	298862	298116	-3	succinate dehydrogenase iron-sulfur subunit	-	-	-	status 3	annotated	CDS	5	6
Rv0248c	-	300803	298863	-3	succinate dehydrogenase flavoprotein subunit	-	-	-	status 3	annotated	CDS	5	6
Rv0249c	-	301655	300834	-3	succinate dehydrogenase membrane anchor subunit	-	-	-	status 3	annotated	CDS	5	6
Rv0250c	-	302028	301735	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0251c	hsp	302652	302173	-1	heat shock protein	-	-	-	status 3	annotated	CDS	5	6
Rv0252	nirB	302866	305427	1	nitrite reductase large subunit NirB	-	-	-	status 3	annotated	CDS	5	6
Rv0253	nirD	305453	305809	2	nitrite reductase small subunit NirD	-	-	-	status 3	annotated	CDS	5	6
Rv0254c	cobU	306349	305825	-2	bifunctional cobinamide kinase/cobinamide phosphate guanylyltransferase	-	-	-	status 3	annotated	CDS	5	6
Rv0255c	cobQ1	307858	306374	-2	cobyric acid synthase	-	-	-	status 3	annotated	CDS	5	6
Rv0256c	PPE2	309547	307877	-2	PPE family protein PPE2	-	-	-	status 3	annotated	CDS	5	6
Rv0257	-	309699	310073	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0258c	-	310749	310294	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0259c	-	311517	310774	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0260c	-	312659	311514	-3	transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
Rv0261c	narK3	314168	312759	-3	nitrate/nitrite transporter	-	-	-	status 3	annotated	CDS	5	6
