# ID	name	start	stop	frame	product	description	function	cogcats	status_region	status_function	type	region_number	function_number
MAB_0048	-	45807	46100	3	Probable PE family protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0049	-	46123	46413	1	ESAT-6-like protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0050c	-	46815	46480	-1	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0051	-	46962	48008	3	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0052	-	48005	48460	2	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0053c	-	48982	48482	-2	Probable cytidine/deoxycytidylate deaminase	-	-	-	status 3	annotated	CDS	5	6
MAB_0054c	-	49490	49020	-3	Probable cyanate hydratase (Cyanase)	-	-	-	status 3	annotated	CDS	5	6
MAB_0055c	-	50524	49640	-2	Transcription regulator LysR family	-	-	-	status 3	annotated	CDS	5	6
MAB_0056c	-	54539	50634	-3	ATP-dependent helicase HrpA	-	-	-	status 3	annotated	CDS	5	6
MAB_0057	-	54576	55313	3	Putative short chain dehydrogenase/reductase	-	-	-	status 3	annotated	CDS	5	6
MAB_0058c	-	56521	55310	-2	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0059c	-	57058	56726	-2	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0060	-	57232	57879	1	Possible nitrate/nitrite response transcriptional regulatory protein NarL (LuxR family)	-	-	-	status 3	annotated	CDS	5	6
MAB_0061	-	57885	59072	3	Possible two component sensor kinase	-	-	-	status 3	annotated	CDS	5	6
MAB_0062	-	59120	60523	2	Pyridine nucleotide-disulphide oxidoreductase family	-	-	-	status 3	annotated	CDS	5	6
MAB_0063c	-	60913	60530	-2	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0064c	-	62259	61012	-1	Probable lipase LipE	-	-	-	status 3	annotated	CDS	5	6
MAB_0065c	-	63438	62293	-1	Probable acyl-CoA dehydrogenase (FadE)	-	-	-	status 3	annotated	CDS	5	6
MAB_0066c	-	64212	63484	-1	Putative transcriptional regulator, AraC family	-	-	-	status 3	annotated	CDS	5	6
MAB_0067	-	64286	65194	2	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0068	-	65270	65908	2	Putative transcriptional regulator, GntR family	-	-	-	status 3	annotated	CDS	5	6
MAB_0069	-	65955	67160	3	Major facilitator family transporter	-	-	-	status 3	annotated	CDS	5	6
MAB_0070	-	67187	67573	2	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0071c	-	68406	67570	-1	Putative thiosulfate sulfurtransferase (SseB)	-	-	-	status 3	annotated	CDS	5	6
MAB_0072c	-	69264	68434	-1	Putative short chain dehydrogenase/reductase	-	-	-	status 3	annotated	CDS	5	6
MAB_0073c	-	70060	69266	-2	Putative short chain dehydrogenase/reductase	-	-	-	status 3	annotated	CDS	5	6
MAB_0074c	-	71670	70057	-1	Putative (cyclohexanone) monooxygenase	-	-	-	status 3	annotated	CDS	5	6
MAB_0075	-	71766	72983	3	Putative hydroxylase	-	-	-	status 3	annotated	CDS	5	6
MAB_0076	-	72983	73882	2	Putative 2,3-dihydroxybiphenyl 1,2-dioxygenase or glyoxalase/bleomycin resistance protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0077	-	74058	74909	3	Putative transcriptional regulator, IclR family	-	-	-	status 3	annotated	CDS	5	6
MAB_0078	-	74906	75826	2	Putative lipase/esterase	-	-	-	status 3	annotated	CDS	5	6
MAB_0079c	-	76080	75823	-1	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0080c	-	77234	76077	-3	Putative oxygenase	-	-	-	status 3	annotated	CDS	5	6
MAB_0081	-	77407	79113	1	Putative 3-ketosteroid 1-dehydrogenase or fumarate reductase/succinate dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
MAB_0082c	-	79803	79114	-1	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0083	-	79890	80324	3	Putative transcriptional regulator, MarR family	-	-	-	status 3	annotated	CDS	5	6
MAB_0084	-	80364	81578	3	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0085c	-	82013	81453	-3	Putative transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
MAB_0086	-	82086	83018	3	Putative taurine dioxygenase	-	-	-	status 3	annotated	CDS	5	6
MAB_0087c	-	84654	83095	-1	Probable alkaline phosphatase	-	-	-	status 3	annotated	CDS	5	6
MAB_0088c	-	85846	84707	-2	Putative oxidoreductase	-	-	-	status 3	annotated	CDS	5	6
MAB_0089c	-	86763	85846	-1	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0090c	-	87617	86784	-3	Probable oxidoreductase EphD	-	-	-	status 3	annotated	CDS	5	6
MAB_0091	-	88119	92714	3	Putative ferredoxin-dependent glutamate synthase	-	-	-	status 3	annotated	CDS	5	6
MAB_0092	-	92707	94173	1	Probable NADH-dependent glutamate synthase (small subunit) GltD	-	-	-	status 3	annotated	CDS	5	6
MAB_0093	-	94636	95418	1	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0094c	-	96191	95424	-3	Probable methionine aminopeptidase, type I (MAP)	-	-	-	status 3	annotated	CDS	5	6
MAB_0095	-	96267	96533	3	Hypothetical helix-turn-helix domain protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0096	-	96559	97890	1	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0097	-	97901	98911	2	Conserved hypothetical protein (PHP domain protein)	-	-	-	status 3	annotated	CDS	5	6
MAB_0098	-	98956	99549	1	Putative TetR-family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
MAB_0099	-	99546	101108	3	Probable monooxygenase	-	-	-	status 3	annotated	CDS	5	6
MAB_0100	-	101092	101922	1	Putative short chain dehydrogenase/reductase	-	-	-	status 3	annotated	CDS	5	6
MAB_0101	-	101919	103169	3	Probable cytochrome P450	-	-	-	status 3	annotated	CDS	5	6
MAB_0102	-	103162	103758	1	Putative methyltransferase	-	-	-	status 3	annotated	CDS	5	6
MAB_0103	-	103872	105362	3	Probable monooxygenase EthA	-	-	-	status 3	annotated	CDS	5	6
MAB_0104	-	105363	106145	3	Probable enoyl-CoA hydratase/isomerase	-	-	-	status 3	annotated	CDS	5	6
MAB_0105c	-	107634	106396	-1	Probable oxidoreductase	-	-	-	status 3	annotated	CDS	5	6
MAB_0106c	-	108866	107679	-3	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0107c	-	109354	108866	-2	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0108c	-	110027	109422	-3	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0109c	-	110743	110177	-2	Putative copper resistance protein, CopC family	-	-	-	status 3	annotated	CDS	5	6
MAB_0110c	-	111411	110743	-1	Conserved hypothetical membrane protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0111c	-	112071	111415	-1	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0112	-	112307	113848	2	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0113	-	113915	114406	2	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0114	-	114403	115518	1	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0115c	-	116021	115623	-3	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0116	-	116943	117110	3	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0117c	-	117732	117199	-1	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0118c	-	118522	117899	-2	Probable superoxide dismutase (Mn)	-	-	-	status 3	annotated	CDS	5	6
MAB_0119c	-	118883	118728	-3	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0120	-	119060	119806	2	Probable peptide methionine sulfoxide reductase	-	-	-	status 3	annotated	CDS	5	6
MAB_0121	-	120051	120377	3	Rhodanese-like protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0122	-	120459	121622	3	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0123	-	121597	122460	1	Putative glycerophosphoryl diester phosphodiesterase	-	-	-	status 3	annotated	CDS	5	6
MAB_0124	-	122517	123587	3	Conserved hypothetical protein (GGDEF domain)	-	-	-	status 3	annotated	CDS	5	6
MAB_0125c	-	124501	123584	-2	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0126c	-	125172	124627	-1	Possible bacterioferritin BfrB	-	-	-	status 3	annotated	CDS	5	6
MAB_0127c	-	125901	125344	-1	Possible bacterioferritin BfrB	-	-	-	status 3	annotated	CDS	5	6
MAB_0128c	-	126861	125920	-1	Possible transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
MAB_0129c	-	127907	127155	-3	Abortive infection protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0130	-	127948	128628	1	Putative hydrolase	-	-	-	status 3	annotated	CDS	5	6
MAB_0131c	-	129410	128625	-3	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0132	-	129546	130472	3	Probable prephenate dehydratase PheA	-	-	-	status 3	annotated	CDS	5	6
MAB_0133	-	130436	131155	2	Probable phosphoglycerate mutase	-	-	-	status 3	annotated	CDS	5	6
MAB_0134c	-	133215	131476	-1	Probable pyruvate dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
MAB_0135	-	133293	133502	3	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0136	-	133580	134686	2	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0137	-	134683	135246	1	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0138	-	135366	135980	3	Putative transcriptional regulator, TetR family	-	-	-	status 3	annotated	CDS	5	6
MAB_0139c	-	136827	135937	-1	Probable hydrolase, alpha/beta fold family	-	-	-	status 3	annotated	CDS	5	6
MAB_0140c	-	138371	136824	-3	Probable monooxygenase	-	-	-	status 3	annotated	CDS	5	6
MAB_0141c	-	139402	138368	-2	Putative esterase	-	-	-	status 3	annotated	CDS	5	6
MAB_0142c	-	140937	139399	-1	Putative monooxygenase	-	-	-	status 3	annotated	CDS	5	6
MAB_0143c	-	141794	140934	-3	Putative oxidoreductase EphD	-	-	-	status 3	annotated	CDS	5	6
MAB_0144c	-	142663	141791	-2	Putative oxidoreductase EphD	-	-	-	status 3	annotated	CDS	5	6
MAB_0145c	-	143487	142855	-1	Probable transcriptional regulator, TetR family	-	-	-	status 3	annotated	CDS	5	6
MAB_0146	-	143651	144400	2	Putative magnesium transport MgtC family protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0147c	-	145154	144411	-3	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0148c	-	146191	145151	-2	PPE family protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0149c	-	146566	146195	-2	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0150c	-	147062	146712	-3	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0151c	-	148782	147109	-1	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0152	-	148859	149305	2	Putative ankyrin-like protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0153	-	149348	150604	2	seryl-tRNA synthetase (SerS)	-	-	-	status 3	annotated	CDS	5	6
MAB_0154	-	150601	151431	1	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0155	-	151479	151937	3	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0156c	-	153487	151934	-2	Iron-sulfur cluster-binding protein, RIESKE family	-	-	-	status 3	annotated	CDS	5	6
MAB_0157	-	153616	154053	1	Hypothetical transcriptional regulator, MarR	-	-	-	status 3	annotated	CDS	5	6
MAB_0158c	-	154777	154064	-2	ABC transporter, ATP-binding protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0159	-	154907	155872	2	Hypothetical 2-nitropropane dioxygenase	-	-	-	status 3	annotated	CDS	5	6
MAB_0160	-	155876	156286	2	Probable 4-oxalocrotonate tautomerase	-	-	-	status 3	annotated	CDS	5	6
MAB_0161	-	156299	157189	2	Probable transcriptional regulator, LysR family	-	-	-	status 3	annotated	CDS	5	6
MAB_0162c	-	157753	157190	-2	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0163c	-	158521	157799	-2	Probable phosphotransferase	-	-	-	status 3	annotated	CDS	5	6
MAB_0164	-	158566	159339	1	Probable short chain dehydrogenase/reductase	-	-	-	status 3	annotated	CDS	5	6
MAB_0165	-	159387	160193	3	Putative acyltransferase	-	-	-	status 3	annotated	CDS	5	6
MAB_0166	-	160194	160958	3	Putative acyltransferase	-	-	-	status 3	annotated	CDS	5	6
MAB_0167	-	160955	161773	2	Putative hydrolase	-	-	-	status 3	annotated	CDS	5	6
MAB_0168c	-	163533	161788	-1	Putative N-acetymuramoyl-L-alanine amidase	-	-	-	status 3	annotated	CDS	5	6
MAB_0169c	-	164554	163739	-2	Putative exported repetitive protein precursor	-	-	-	status 3	annotated	CDS	5	6
MAB_0170	-	164830	166068	1	UDP-galactopyranose mutase (Glf)	-	-	-	status 3	annotated	CDS	5	6
MAB_0171	-	166052	168013	2	Conserved hypothetical protein (galactofuranosyl transferase?)	-	-	-	status 3	annotated	CDS	5	6
MAB_0172	-	168010	168573	1	Probable phosphoesterase	-	-	-	status 3	annotated	CDS	5	6
MAB_0173	-	168570	169484	3	UbiA prenyltransferase family protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0174	-	169498	171483	1	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0175	-	171674	172648	2	Antigen 85-C precursor	-	-	-	status 3	annotated	CDS	5	6
MAB_0176	-	172726	173727	1	Antigen 85-A precursor	-	-	-	status 3	annotated	CDS	5	6
MAB_0177	-	173985	174962	3	Antigen 85-A/B/C precursor	-	-	-	status 3	annotated	CDS	5	6
MAB_0178	-	175203	176213	3	Hypothetical cutinase precursor	-	-	-	status 3	annotated	CDS	5	6
MAB_0179	-	176517	178430	3	Probable fatty-acid-CoA ligase FadD	-	-	-	status 3	annotated	CDS	5	6
MAB_0180	-	178481	183829	2	Polyketide synthase PKS13	-	-	-	status 3	annotated	CDS	5	6
MAB_0181	-	183845	185398	2	Propionyl-CoA carboxylase, beta subunit (PccB)	-	-	-	status 3	annotated	CDS	5	6
MAB_0182c	-	185886	185461	-1	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0183c	-	186887	185913	-3	Putative cation transporter	-	-	-	status 3	annotated	CDS	5	6
MAB_0184c	-	187225	187043	-2	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0185c	-	190522	187307	-2	Probable arabinosyltransferase B	-	-	-	status 3	annotated	CDS	5	6
MAB_0186c	-	193812	190519	-1	Probable arabinosyltransferase A	-	-	-	status 3	annotated	CDS	5	6
MAB_0187	-	193996	195162	1	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0188c	-	195419	195237	-3	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0189c	-	198798	195541	-1	Probable arabinosyltransferase C	-	-	-	status 3	annotated	CDS	5	6
MAB_0190c	-	200739	198847	-1	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0191c	-	201526	200747	-2	Putative short chain dehydrogenase/reductase	-	-	-	status 3	annotated	CDS	5	6
MAB_0192c	-	203068	201545	-2	Probable oxidoreductase	-	-	-	status 3	annotated	CDS	5	6
MAB_0193c	-	203388	202975	-1	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0194	-	203672	205336	2	Dihydroxyacetone kinase family protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0195c	-	206164	205340	-2	Putative hydrolase, alpha/beta hydrolase fold	-	-	-	status 3	annotated	CDS	5	6
MAB_0196c	-	207666	206233	-1	Putative transcriptional regulator, GntR family	-	-	-	status 3	annotated	CDS	5	6
MAB_0197	-	207716	208180	2	Putative alkylhydroperoxidase AhpD core	-	-	-	status 3	annotated	CDS	5	6
MAB_0198	-	208241	208870	2	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0199	-	208913	210406	2	Probable phosphoesterase, PA-phosphatase related protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0200c	-	211040	210360	-3	Probable phosphoesterase, PA-phosphatase related protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0201c	-	211930	211043	-2	Probable O-antigen/lipopolysaccharide transport integral membrane protein ABC transporter RfbD	-	-	-	status 3	annotated	CDS	5	6
MAB_0202c	-	212816	211878	-3	Probable glycosyl transferase	-	-	-	status 3	annotated	CDS	5	6
MAB_0203c	-	213600	212809	-1	Probable o-antigen/lipopolysaccharide transport ATP-binding protein ABC transporter RfbE	-	-	-	status 3	annotated	CDS	5	6
MAB_0204c	-	214128	213610	-1	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0205c	-	216113	214125	-3	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0206	-	216223	217419	1	Possible aminotransferase/cysteine desulfurase	-	-	-	status 3	annotated	CDS	5	6
MAB_0207c	-	218422	217436	-2	Probable quinone oxidoreductase	-	-	-	status 3	annotated	CDS	5	6
MAB_0208	-	218525	219028	2	Putative MarR-family transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
MAB_0209	-	219659	223093	2	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0210	-	223098	223472	3	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0211	-	223580	224029	2	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0212	-	224223	224687	3	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0213c	-	225715	224804	-2	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0214c	-	226459	225938	-2	Conserved hypothetical protein (OsmC-like)	-	-	-	status 3	annotated	CDS	5	6
MAB_0215	-	226667	227335	2	Possible transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
MAB_0216	-	227341	227661	1	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0217c	-	229566	227683	-1	Probable cysteine desulfurase	-	-	-	status 3	annotated	CDS	5	6
MAB_0218c	-	230476	229553	-2	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0219	-	230893	232164	1	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0220c	-	233204	232161	-3	Putative phenylalanine aminotransferase	-	-	-	status 3	annotated	CDS	5	6
MAB_0221c	-	234670	233621	-2	Putative phage integrase	-	-	-	status 3	annotated	CDS	5	6
MAB_0222c	-	235388	234777	-3	Putative DNA-binding protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0223	-	235501	235665	1	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0224	-	235665	235976	3	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0225	-	235976	236137	2	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0226	-	236137	236853	1	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0227	-	236850	237158	3	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0228	-	237158	237334	2	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0229	-	237313	237867	1	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0230	-	237901	238659	1	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0231	-	238662	239084	3	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0232	-	239081	239464	2	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0233	-	239529	243512	3	Putative phage tail tape measure protein TMP	-	-	-	status 3	annotated	CDS	5	6
MAB_0234	-	243582	243893	3	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0235	-	243896	244633	2	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0236	-	244648	244896	1	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0237	-	244821	245198	3	Bacteriophage protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0238	-	245301	245642	3	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0239	-	245635	245997	1	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0240	-	245987	246655	2	Conserved hypothetical protein (thiopurine S-methyltransferase?)	-	-	-	status 3	annotated	CDS	5	6
MAB_0241	-	246643	247602	1	Bacteriophage protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0242	-	247688	247981	2	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0243	-	247991	249091	2	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0244	-	249088	249594	1	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0245c	-	249819	249595	-1	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0246	-	250100	250534	2	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0247c	-	251075	250524	-3	Putative acetyltransferase	-	-	-	status 3	annotated	CDS	5	6
MAB_0248c	-	251665	251072	-2	Putative regulatory protein, TetR family	-	-	-	status 3	annotated	CDS	5	6
MAB_0249	-	251779	252003	1	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0250	-	252103	253692	1	Hypothetical GMC-type oxidoreductase	-	-	-	status 3	annotated	CDS	5	6
MAB_0251	-	253759	254052	1	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0252	-	254052	255923	3	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0253	-	255920	256432	2	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0254c	-	257100	256429	-1	Putative phosphoglycerate mutase	-	-	-	status 3	annotated	CDS	5	6
MAB_0255	-	257385	258620	3	Putative acyl-CoA dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
MAB_0256c	-	259911	258610	-1	Conserved hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0257c	-	260312	259932	-3	Hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
MAB_0258c	-	261498	260416	-1	Putative dihydropicolinate reductase	-	-	-	status 3	annotated	CDS	5	6
MAB_0259c	-	262309	261527	-2	Putative short-chain dehydrogenase/reductase	-	-	-	status 3	annotated	CDS	5	6
